Country name,Year,Number of deaths from drought,Number of deaths from earthquakes,Number of deaths from extreme temperatures,Number of deaths from floods,Number of deaths from fog,Number of deaths from glacial lake outbursts,Number of deaths from landslides,Number of deaths from mass movements,Number of deaths from storms,Number of deaths from volcanic activity,Number of deaths from wildfires
Madagascar,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,0.0,0.0
Madagascar,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.4,0.0,0.0
Madagascar,1980,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45.4,0.0,0.0
Madagascar,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,43.1,0.0,0.0
Madagascar,2000,0.0,0.0,0.0,5.2,0,0.0,0.0,0.0,95.8,0.0,0.0
Madagascar,2010,0.0,0.0,0.0,3.5,0,0.0,0.0,0.0,61.3,0.0,0.0
Madagascar,2020,0.0,0.0,0.0,18.75,0,0.0,0.0,0.0,67.25,0.0,0.0
Malawi,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1980,0.0,0.9,0.0,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1990,0.0,0.0,0.0,47.7,0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,2000,50.0,0.4,0.0,9.1,0,0.0,0.0,0.0,1.1,0.0,0.0
Malawi,2010,0.0,0.0,0.0,36.6,0,0.0,0.8,0.0,0.5,0.0,0.0
Malawi,2020,0.0,0.0,0.0,15.75,0,0.0,0.0,0.0,190.75,0.0,0.0
Malaysia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1960,0.0,0.0,0.0,5.6,0,0.0,0.0,0.0,2.1,0.0,0.0
Malaysia,1970,0.0,0.0,0.0,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1980,0.0,0.0,0.0,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,1990,0.0,0.0,0.0,3.1,0,0.0,7.0,7.2,27.2,0.0,0.0
Malaysia,2000,0.0,8.0,0.0,11.2,0,0.0,1.0,0.0,0.3,0.0,0.0
Malaysia,2010,0.0,2.4,0.0,3.7,0,0.0,1.6,0.0,0.0,0.0,0.0
Malaysia,2020,0.0,0.0,0.0,25.0,0,0.0,8.25,0.0,0.0,0.0,0.0
Maldives,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2000,0.0,10.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1980,0.0,0.0,0.0,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,1990,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,2000,0.0,0.0,0.0,6.3,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,2010,0.0,0.0,0.0,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,2020,0.0,0.0,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,2020,0.0,0.0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3000.0,0.0
Martinique,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,0.0,0.0
Martinique,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.5,0.0,0.0
Martinique,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
Martinique,2000,0.0,0.1,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0
Martinique,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0
Martinique,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0
Mauritania,2000,0.0,0.0,0.0,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,2010,0.0,0.0,0.0,1.1,0,0.0,0.0,0.0,1.8,0.0,0.0
Mauritania,2020,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,0.0,0.0
Mauritius,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.6,0.0,0.0
Mauritius,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0
Mauritius,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0
Mauritius,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0
Mauritius,2010,0.0,0.0,0.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0
Mexico,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,1910,0.0,4.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,1920,0.0,64.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0
Mexico,1930,0.0,43.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0
Mexico,1950,0.0,18.5,0.0,214.0,0,0.0,10.0,0.0,181.0,0.0,0.0
Mexico,1960,0.0,7.8,9.0,2.7,0,0.0,1.8,0.0,61.9,0.0,0.0
Mexico,1970,0.0,57.0,0.0,20.8,0,0.0,0.0,0.0,78.9,0.0,0.0
Mexico,1980,0.0,959.4,2.3,20.5,0,0.0,5.0,0.0,89.2,10.0,0.0
Mexico,1990,0.0,11.1,91.6,121.9,0,0.0,2.4,0.0,78.4,2.0,5.0
Mexico,2000,0.0,2.9,15.6,34.4,0,0.0,6.9,0.0,14.4,0.0,0.0
Mexico,2010,0.0,47.6,0.3,21.5,0,0.0,7.1,0.0,49.4,0.0,0.0
Mexico,2020,0.0,4.5,0.0,18.25,0,0.0,0.0,0.0,29.5,0.0,0.0
Micronesia (country),1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0
Micronesia (country),1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia (country),2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.8,0.0,0.0
Micronesia (country),2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0
Micronesia (country),2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,1990,0.0,0.0,0.0,5.6,0,0.0,0.0,0.0,0.3,0.0,0.0
Moldova,2000,0.2,0.0,1.3,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,2010,0.0,0.0,1.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1950,0.0,120.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1960,0.0,0.0,0.0,5.7,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,1990,0.0,0.0,0.0,4.6,0,0.0,0.0,0.0,4.9,0.0,2.5
Mongolia,2000,0.0,0.0,0.5,4.1,0,0.0,0.0,0.0,9.4,0.0,0.0
Mongolia,2010,0.0,0.0,0.0,1.2,0,0.0,1.7,0.0,0.0,0.0,0.0
Mongolia,2020,0.0,0.0,0.5,3.5,0,0.0,0.0,0.0,3.0,0.0,0.0
Montenegro,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2010,0.0,0.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2020,0.0,0.0,12.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.1,0.0,0.0
Montserrat,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.2,0.0
Montserrat,2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2010,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1900,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1950,0.0,0.0,0.0,16.1,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1960,0.0,1201.1,0.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1970,0.0,0.0,0.0,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,1980,0.0,0.0,0.0,0.0,0,0.0,0.1,3.1,0.0,0.0,0.0
Morocco,1990,0.0,0.0,0.0,87.6,0,0.0,0.0,0.0,1.4,0.0,0.0
Morocco,2000,0.0,62.8,0.0,22.1,0,0.0,0.0,0.0,0.1,0.0,0.0
Morocco,2010,0.0,0.0,0.0,7.7,0,0.0,1.5,0.0,4.9,0.0,0.0
Morocco,2020,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.7,0.0,0.0
Mozambique,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,1970,0.0,0.0,0.0,84.1,0,0.0,0.0,0.0,0.7,0.0,0.0
Mozambique,1980,10005.0,0.0,0.0,1.0,0,0.0,0.0,0.0,20.9,0.0,0.0
Mozambique,1990,0.0,0.0,0.0,5.8,0,0.0,8.7,0.0,25.1,0.0,0.0
Mozambique,2000,1.8,0.4,0.0,101.2,0,0.0,0.0,0.0,6.5,0.0,4.9
Mozambique,2010,0.0,0.0,0.0,44.7,0,0.0,1.7,0.0,71.2,0.0,0.0
Mozambique,2020,0.0,0.0,0.0,31.5,0,0.0,0.0,0.0,72.75,0.0,0.0
Myanmar,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,60.0,0.0,0.0
Myanmar,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,270.6,0.0,0.0
Myanmar,1930,0.0,58.6,0.0,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0
Myanmar,1940,0.0,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar,1960,0.0,0.0,0.0,3.4,0,0.0,0.0,0.0,144.8,0.0,0.0
Myanmar,1970,0.0,0.0,0.0,9.3,0,0.0,0.0,0.0,20.0,0.0,0.0
Myanmar,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.1,0.0,0.8
Myanmar,1990,0.0,0.0,0.0,16.9,0,0.0,0.0,0.0,1.7,0.0,0.0
Myanmar,2000,0.0,7.1,0.0,10.2,0,0.0,4.1,0.0,13863.6,0.0,0.0
Myanmar,2010,0.0,11.6,0.0,50.4,0,0.0,19.2,1.7,8.0,0.0,0.0
Myanmar,2020,0.0,0.0,0.0,1.25,0,0.0,53.25,0.0,38.25,0.0,0.0
Namibia,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1950,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1960,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1970,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1980,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,1990,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,2000,0.0,0.0,0.0,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,2010,0.0,0.0,0.0,11.6,0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,2020,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1920,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1930,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1940,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1950,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,1960,0.0,8.0,0.0,27.6,0,0.0,0.0,15.0,0.0,0.0,0.0
Nepal,1970,0.0,0.0,0.0,48.0,0,0.0,40.1,0.0,0.0,0.0,0.0
Nepal,1980,0.0,80.9,0.0,151.1,0,0.0,17.6,0.0,7.1,0.0,0.0
Nepal,1990,0.0,0.0,0.0,253.7,0,0.0,22.8,0.0,2.6,0.0,8.8
Nepal,2000,0.0,0.0,12.6,106.5,0,0.0,80.1,0.0,0.0,0.0,0.0
Nepal,2010,0.0,897.6,14.1,132.3,0,0.0,28.8,0.0,11.1,0.0,1.1
Nepal,2020,0.0,1.5,0.0,220.5,0,0.0,5.5,0.0,5.25,0.0,0.0
Netherlands,1900,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,1910,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
